timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,,smooth_accel_x,smooth_accel_y,smooth_accel_z,smooth_gyro_x,smooth_gyro_y,smooth_gyro_z,smooth_mag_x,smooth_mag_y,smooth_mag_z
7.20E+12,-0.24481201,0.0798645,9.613541,9.16E-05,-0.001342773,-0.001434326,-13.830566,19.233704,-46.57898,,-0.240064796,0.072322579,9.614285734,-0.000206293,-0.001169576,-0.00121138,-13.63848403,18.84319708,-46.72829325
7.20E+12,-0.2348938,0.07115173,9.630981,5.95E-04,-0.002166748,-0.001434326,-13.830566,19.233704,-46.57898,,-0.237479298,0.071737155,9.622633367,0.0001944,-0.001668162,-0.001322853,-13.73452502,19.03845054,-46.65363663
7.20E+12,-0.22393799,0.060150146,9.606644,-1.37E-04,-0.002166748,-0.001785278,-13.830566,19.233704,-46.57898,,-0.230708644,0.06594365,9.614638683,2.85E-05,-0.001917455,-0.001554066,-13.78254551,19.13607727,-46.61630831
7.20E+12,-0.25213623,0.06272888,9.598068,-1.37E-04,-0.002166748,-0.002120972,-13.830566,19.233704,-46.57898,,-0.241422437,0.064336265,9.606353342,-5.44E-05,-0.002042102,-0.001837519,-13.80655575,19.18489063,-46.59764416
7.20E+12,-0.25767517,0.07594299,9.572281,2.59E-04,-0.002578735,-0.001434326,-12.998962,18.165588,-46.463013,,-0.249548803,0.070139628,9.589317171,0.000102501,-0.002310418,-0.001635922,-13.40275888,18.67523932,-46.53032858
7.20E+12,-0.2712555,0.08467102,9.600662,5.34E-04,-0.002456665,-0.001037598,-12.998962,18.165588,-46.463013,,-0.260402152,0.077405324,9.594989585,0.000318279,-0.002383542,-0.00133676,-13.20086044,18.42041366,-46.49667079
7.20E+12,-0.22773743,0.038238525,9.599747,-5.34E-04,-0.001098633,-7.48E-04,-12.998962,18.165588,-46.463013,,-0.244069791,0.057821924,9.597368293,-0.000107889,-0.001741087,-0.00104222,-13.09991122,18.29300083,-46.47984189
7.20E+12,-0.2340393,0.030731201,9.61821,-2.59E-04,-0.001586914,-9.46E-04,-12.998962,18.165588,-46.463013,,-0.239054545,0.044276563,9.607789146,-0.000183644,-0.001664001,-0.000994133,-13.04943661,18.22929441,-46.47142745
7.20E+12,-0.2534027,0.035324097,9.607712,9.31E-04,-0.002166748,-3.66E-04,-13.427734,18.226624,-46.76056,,-0.246228623,0.03980033,9.607750573,0.000373571,-0.001915374,-0.000680172,-13.2385853,18.22795921,-46.61599372
7.20E+12,-0.2462616,0.056167603,9.596054,3.97E-04,-0.002700806,-8.85E-04,-13.427734,18.226624,-46.76056,,-0.246245111,0.047983966,9.601902287,0.00038515,-0.00230809,-0.000782591,-13.33315965,18.2272916,-46.68827686
